Threshold,Sensitivity,Specificity,AUC
92,0.864354527938343,0.43196371398078975,0.7712832842898358
90,0.806657848324515,0.5274875056792367,0.7744614090356556
88,0.7265946502057613,0.6279207920792079,0.7665778175039726
