R,G,B
164.04421778549383,0.00016589506172839507,1.0881356095679013
163.93363763503086,0.0001335841049382716,1.0813869598765433
163.83037422839507,0.00020495756172839505,1.083233024691358
163.78611738040124,0.00020640432098765433,1.0734428047839506
163.74493730709875,0.00020061728395061727,1.0664877507716048
163.76360339506172,0.00011911651234567901,1.0651041666666667
163.72432677469135,0.0001726466049382716,1.0621079282407409
163.70129533179013,0.0001726466049382716,1.062919560185185
163.6924570794753,0.00033709490740740743,1.0690885416666667
163.6514631558642,0.0002907986111111111,1.0524864969135803
163.66249517746914,0.0003525270061728395,1.051312210648148
163.65792100694443,0.0003525270061728395,1.0455762924382717
163.66953559027777,0.00036217206790123456,1.0414207175925927
163.68143277391977,0.0003669945987654321,1.039208622685185
163.71946084104937,0.0003443287037037037,1.0454470486111112
163.71600790895062,0.00041570216049382716,1.0456544174382716
163.71543209876543,0.0004938271604938272,1.044798900462963
163.6783777006173,0.00043933256172839504,1.0429099151234569
163.58046682098765,0.0,1.041099537037037
163.0115234375,0.0002946566358024691,1.020064139660494
162.5687639853395,0.00047935956790123456,1.0151128472222222
162.26321614583333,0.0003843557098765432,1.0050535300925927
162.09064236111112,0.0005738811728395062,1.042032214506173
162.18322337962962,0.0006168016975308642,1.0585773533950618
162.24498649691358,0.0006997492283950617,1.0696976273148149
162.3386144868827,0.0006418788580246914,1.0894767554012346
162.37344376929013,0.00043306327160493827,1.1068079668209876
162.42728443287038,0.0005227623456790124,1.1138059413580248
162.48331452546296,0.000884934413580247,1.1192660108024692
162.52232060185185,0.0007185570987654321,1.1037823109567901
162.59460117669752,0.0009760802469135802,1.1292139274691357
162.64344714506174,0.0009114583333333333,1.1193532986111112
162.73038821373456,0.001114969135802469,1.0929065393518518
162.94537326388888,0.0014515817901234569,1.0801721643518518
163.08200713734567,0.0006968557098765432,1.071162712191358
163.13030333719135,0.0007966820987654321,1.0573673804012345
163.1578366126543,0.001038773148148148,1.0541401427469135
163.18879002700618,0.0009625771604938272,1.0396614583333332
163.2020635609568,0.0010884452160493828,1.0449527391975308
163.17407986111112,0.0011844135802469135,1.0386448688271606
163.17718315972223,0.0014226466049382716,1.0413392168209876
163.16851273148148,0.001099537037037037,1.0440895061728395
163.06899402006172,0.001427951388888889,1.0441796875
162.54239535108024,0.0012823109567901235,1.0475477430555555
162.4791411072531,0.0019164737654320987,1.0599358603395062
162.46224585262345,0.0019622878086419755,1.065491898148148
162.45289255401235,0.002138792438271605,1.0916271219135802
162.4269174382716,0.0024667245370370372,1.117397762345679
162.39930893132717,0.002838059413580247,1.1309736689814816
162.41763937114197,0.0027435378086419753,1.1077179783950617
162.41242959104937,0.003318383487654321,1.1221995563271605
162.41737075617283,0.0033921682098765433,1.121207561728395
162.41912133487654,0.0033048804012345678,1.1244560185185186
162.4088069058642,0.0032335069444444442,1.1096281828703705
162.38632957175926,0.0033994020061728393,1.111467013888889
162.37825472608026,0.003513213734567901,1.1144087577160493
162.36130545910493,0.0034794560185185184,1.1164515817901235
162.35943238811728,0.00347704475308642,1.1160802469135802
162.349754533179,0.003424479166666667,1.1232026427469135
162.35591145833334,0.003322241512345679,1.1146469907407408
162.36730951003085,0.003308738425925926,1.1090986689814815
162.40892312885802,0.0034027777777777776,1.1036598186728395
162.43212191358026,0.0033015046296296295,1.099438175154321
162.41890190972222,0.0035710841049382716,1.1065489969135802
162.38780237268517,0.00351610725308642,1.0995529513888889
162.2675178433642,0.0033072916666666667,1.079657600308642
162.24173852237655,0.003665605709876543,1.0813594714506174
162.2061824845679,0.0033940972222222224,1.0789882330246914
162.17911361882716,0.0034432870370370372,1.0747902199074073
162.18671248070987,0.0035595100308641976,1.0736612654320987
162.14638020833334,0.0036574074074074074,1.084729938271605
162.11922116126544,0.004225501543209877,1.0845447530864198
162.11285638503085,0.0038527199074074076,1.088542148919753
162.14735001929012,0.004138213734567901,1.0714853395061728
162.12413773148148,0.004438175154320987,1.079047550154321
162.13515721450617,0.00410252700617284,1.0811853780864198
162.1449435763889,0.0041690779320987656,1.0880888310185186
162.13611255787038,0.0038937114197530862,1.0830729166666666
162.1292144097222,0.004181616512345679,1.0949479166666667
162.151651716821,0.004443479938271605,1.0952324459876543
162.16076919367285,0.004829282407407407,1.0994058641975308
162.1884230324074,0.004600212191358024,1.1032725694444445
162.20360339506172,0.004502797067901234,1.1025882523148147
162.18940297067903,0.0049869791666666665,1.1081389853395063
162.1898722029321,0.005328896604938272,1.1103448109567902
162.16592881944445,0.004900655864197531,1.1093923611111112
162.14725260416665,0.005120563271604938,1.110290798611111
162.11091194058642,0.005109953703703703,1.1005965470679013
162.0771624228395,0.005511670524691358,1.1027570408950618
162.0575631751543,0.005579185956790123,1.1009013310185185
162.03100308641976,0.0057807677469135805,1.1036844135802468
161.97873794367283,0.006081211419753086,1.0946257716049383
161.9590977044753,0.005608603395061728,1.085060763888889
161.95934365354938,0.0061733217592592595,1.074178722993827
161.99446277006172,0.005928337191358025,1.0926195987654321
162.02429205246915,0.006208526234567901,1.096509452160494
162.07136622299382,0.0070693479938271605,1.1041169945987654
162.0603125,0.00636863425925926,1.0928655478395062
162.0964525462963,0.00691502700617284,1.1030208333333333
162.0866661844136,0.007049093364197531,1.097349537037037
162.08399643132717,0.00718701774691358,1.0994261188271606
162.0587996720679,0.006791087962962963,1.0926716820987654
162.06797019675926,0.0069010416666666664,1.101151138117284
162.0451032021605,0.006811342592592593,1.1000684799382716
161.9670105131173,0.007079475308641976,1.0953211805555556
161.56223958333334,0.007034625771604938,1.0880791859567902
161.5175925925926,0.007448398919753086,1.1189173418209877
161.56980179398147,0.007573784722222222,1.1234645061728394
161.58683304398147,0.007615258487654321,1.131771797839506
161.62298225308643,0.007543402777777777,1.1321749614197532
161.66316454475307,0.008098958333333333,1.1534090470679013
161.70399450231483,0.007938850308641976,1.157409336419753
161.7782320601852,0.008015046296296296,1.1565311535493827
161.7755893132716,0.007957175925925927,1.1452411265432099
161.8605005787037,0.008282696759259259,1.1475361689814816
161.8865277777778,0.00910252700617284,1.1516700424382715
161.91251591435184,0.008636188271604938,1.148807388117284
161.91123408564815,0.008698881172839507,1.1560329861111112
162.01136236496913,0.00935378086419753,1.1781409143518518
162.06325327932097,0.00925829475308642,1.1660267168209877
162.13386284722222,0.008963155864197532,1.145967399691358
162.1895163001543,0.009278549382716049,1.1143089313271606
162.2225530478395,0.009555844907407407,1.1237823109567902
162.25591676311728,0.00988233024691358,1.1135503472222221
162.27978829089506,0.009860628858024691,1.1115977044753087
162.23807291666665,0.010112364969135803,1.1105362654320987
162.16839361496915,0.010414737654320988,1.1210199652777777
162.13235484182098,0.010828993055555555,1.122825038580247
162.09111304012345,0.01064477237654321,1.1272265625
162.0844960455247,0.011019000771604939,1.1270264274691357
162.05133632330248,0.012001832561728395,1.1356322337962963
162.05498697916667,0.011857156635802469,1.1384534143518519
162.05554446373458,0.01166039737654321,1.1411656057098765
162.0662572337963,0.01185570987654321,1.1363599537037037
162.04999469521604,0.012078028549382716,1.147041377314815
162.06364293981483,0.011966145833333334,1.1519917052469135
162.07587577160493,0.01220871913580247,1.1598162615740741
162.09669270833334,0.012073688271604939,1.1481404320987654
162.12450086805555,0.012850597993827161,1.1616782407407407
162.1399580439815,0.012459490740740741,1.1616796875
162.13842640817901,0.013090277777777777,1.1631708140432098
162.12117669753087,0.013341049382716049,1.1538474151234568
162.12649016203704,0.014134837962962964,1.1555179398148148
162.11642939814814,0.01412229938271605,1.1525593171296296
162.10733940972221,0.013858989197530864,1.1470534336419753
162.07049189814813,0.013744212962962963,1.1470891203703704
161.86888599537036,0.013150559413580247,1.1397733410493827
160.71566550925925,0.011534047067901235,1.2130931712962962
160.47299575617285,0.009274691358024691,1.2114134837962962
160.45531442901233,0.010229070216049383,1.2094748263888888
160.5095134066358,0.011998939043209877,1.2131192129629629
160.57645543981482,0.011730806327160493,1.2222309027777778
160.63398678626544,0.012411747685185185,1.243659336419753
160.67050925925926,0.011840760030864197,1.2211858603395063
160.79912085262345,0.01265673225308642,1.240855999228395
160.89242428626542,0.013146219135802469,1.2391845100308643
160.93873070987655,0.013109085648148147,1.2388758680555556
160.94642988040124,0.012249228395061729,1.2383150077160494
161.06604938271605,0.013255690586419754,1.2535980902777777
161.11983796296298,0.013176601080246913,1.2227686149691357
161.1725101273148,0.013480420524691358,1.2125853587962963
161.17200858410493,0.013547935956790123,1.1996175733024692
161.33655381944445,0.01335841049382716,1.197536651234568
161.38375578703705,0.013226755401234568,1.2079272762345679
161.45189766589507,0.012928722993827161,1.1702314814814814
161.4201065779321,0.013281732253086419,1.1791623263888888
161.51278597608024,0.014695698302469137,1.1755912422839505
161.52653886959877,0.014893422067901235,1.1832450810185184
161.50749469521605,0.014086130401234569,1.1696339699074074
161.43843605324074,0.014746817129629629,1.171937210648148
161.39673080632716,0.014955150462962963,1.1857754629629629
161.33262538580246,0.014411168981481481,1.1999633487654322
161.3258921682099,0.014308449074074074,1.196337287808642
161.30903935185185,0.014145447530864198,1.1718803047839506
161.28071952160494,0.014563560956790124,1.1678120177469136
161.28954378858026,0.015004340277777778,1.179086612654321
161.2702662037037,0.015287905092592593,1.1825660686728394
161.25646894290122,0.01562548225308642,1.1681245177469135
161.26688464506174,0.015329861111111112,1.1717182677469136
161.27049623842592,0.015477430555555555,1.1750800540123456
161.2663459683642,0.015737364969135803,1.1746624228395062
161.2514318094136,0.015563271604938271,1.1646947337962963
161.29734085648147,0.021924672067901236,1.2055126350308643
161.37253375771604,0.023525752314814814,1.2145785108024691
161.39584731867285,0.02357253086419753,1.1948027584876544
161.41922839506174,0.024501832561728394,1.1731949266975308
161.48712625385804,0.02534818672839506,1.1597559799382715
161.50654755015432,0.02445360725308642,1.1452001350308643
161.5287427662037,0.023820891203703703,1.1440827546296297
161.50982687114197,0.023595679012345678,1.1591637731481481
161.52389949845679,0.022915219907407407,1.1618856095679013
161.4841189236111,0.023189621913580247,1.1547858796296295
161.3157918595679,0.023446662808641976,1.1542573302469137
161.21506606867283,0.023421585648148148,1.1527806712962962
161.18831163194446,0.023509355709876542,1.1667983217592592
161.21459828317901,0.023894193672839507,1.1712398726851851
161.2212606095679,0.02369212962962963,1.1780155285493827
161.2500395447531,0.023605806327160493,1.1622120949074075
161.25489631558642,0.023376736111111112,1.1779788773148148
161.2553163580247,0.024222125771604937,1.1728891782407407
161.25637201003087,0.024127604166666667,1.176778549382716
161.2425,0.023481867283950617,1.1663560956790124
161.23937307098765,0.02400125385802469,1.1724016203703704
161.22397858796296,0.025144193672839505,1.148491512345679
161.1574604552469,0.026453028549382716,1.119350887345679
161.1039737654321,0.026800250771604937,1.0812080439814815
161.11576630015432,0.027972125771604937,1.0908994020061729
161.1274710648148,0.027765239197530864,1.103926986882716
161.18643277391976,0.028715277777777777,1.1320505401234568
161.38212094907408,0.034189332561728396,1.127505787037037
161.52219666280865,0.0410180362654321,1.1469193672839506
161.5341970486111,0.04189187885802469,1.151641589506173
161.547282503858,0.0431322337962963,1.1562186535493828
161.47695505401234,0.042101176697530864,1.1618176118827162
161.47553915895062,0.043254726080246914,1.164336902006173
161.47476128472223,0.04366753472222222,1.153927951388889
161.4985513117284,0.04909963348765432,1.159996624228395
161.54434751157407,0.05210407021604938,1.1753959297839507
161.6275033757716,0.05474151234567901,1.17858699845679
161.66188078703703,0.05316695601851852,1.181752025462963
161.68513020833333,0.05281828703703704,1.1743793402777778
161.67712191358024,0.0533227237654321,1.1824271797839505
161.7746696566358,0.05250819830246914,1.1833256172839506
161.79359567901236,0.052710262345679014,1.1866488233024692
161.80804832175926,0.052932098765432097,1.1897487461419753
161.80195119598764,0.05378954475308642,1.1920042438271605
161.88363522376542,0.05247685185185185,1.1950646219135803
161.9475101273148,0.05251157407407407,1.2054219714506174
162.00555266203705,0.05097608024691358,1.1910233410493827
162.0083989197531,0.05226176697530864,1.2018976658950618
162.1077883873457,0.05150896990740741,1.2025660686728394
162.16133342978395,0.052020158179012344,1.202788387345679
162.19411313657406,0.0521778549382716,1.1955878665123456
162.26456452546296,0.05499903549382716,1.1685749421296296
162.20347125771605,0.05365740740740741,1.1739009452160494
162.10301215277778,0.05396074459876543,1.164324363425926
162.0740234375,0.054162808641975306,1.1697318672839505
162.058722029321,0.05424864969135802,1.1522752700617285
162.0326630015432,0.054089988425925925,1.1632918595679012
162.0748365162037,0.055518904320987654,1.1767042824074074
162.1915837191358,0.060859375,1.2288478973765433
162.4250496720679,0.06570746527777778,1.265699749228395
162.74933352623458,0.07211275077160494,1.3374893904320988
163.16301263503087,0.08489776234567901,1.4245597029320987
163.2579547646605,0.08832465277777778,1.4448027584876544
163.2730753279321,0.09342206790123457,1.4471807484567902
163.40953221450619,0.09462673611111111,1.4622405478395062
163.4580217978395,0.09365837191358024,1.474372588734568
163.4365697337963,0.09403838734567901,1.4468706597222223
163.3603578317901,0.0946214313271605,1.4437234760802469
163.3741830632716,0.0936742862654321,1.428477527006173
163.3491763117284,0.09429398148148148,1.4258371913580248
163.30116367669754,0.09412374614197531,1.414138213734568
163.2632248263889,0.09421248070987655,1.4079378858024691
163.18213155864197,0.0954909336419753,1.3897087191358024
163.0602102623457,0.0937427662037037,1.3816386959876543
162.64603105709875,0.0936154513888889,1.353046875
162.3143571566358,0.09288532021604938,1.3068359375
162.161858121142,0.09381799768518519,1.3009452160493826
162.15870949074073,0.09204957561728395,1.2892954282407407
162.15036120756173,0.09365354938271606,1.2973273533950618
162.38525173611112,0.1333468364197531,1.418660300925926
162.96479070216049,0.16403790509259258,1.5543195408950616
163.2476914544753,0.1802367862654321,1.615967399691358
163.26739535108024,0.17805748456790124,1.612450810185185
163.20781732253087,0.18263069058641976,1.5923355516975308
163.33615885416665,0.19340181327160494,1.6235503472222221
163.7203949652778,0.20730613425925926,1.6602502893518518
163.67958043981483,0.20055700231481483,1.6455116705246913
163.56530333719135,0.1915668402777778,1.6240745563271606
163.59145736882715,0.1874493634259259,1.6134037422839507
163.57195891203705,0.18246045524691357,1.5909587191358026
163.5419608410494,0.17786072530864197,1.5725212191358025
163.45886043595678,0.1744675925925926,1.5579798418209876
163.41777391975307,0.16300395447530863,1.527407889660494
163.3512147955247,0.15625819830246915,1.501012249228395
163.20510464891976,0.14823881172839506,1.4760185185185186
162.5567510609568,0.12217062114197531,1.371673900462963
161.37463300540122,0.10560185185185185,1.3209278549382717
160.8623394097222,0.0839867862654321,1.241409625771605
160.65484182098766,0.07103298611111111,1.200675636574074
160.4316266396605,0.06319106867283951,1.1436125578703704
160.0117505787037,0.050714699074074075,1.1385826581790124
159.70978202160495,0.04324122299382716,1.1544063464506173
159.62384114583332,0.046630497685185186,1.1810175540123458
159.74242428626542,0.05341869212962963,1.1775776427469136
159.76857928240742,0.056940104166666665,1.2118123070987654
159.79009982638888,0.058288483796296295,1.1899662422839505
159.78528838734567,0.05692177854938272,1.1891468942901235
159.78000723379628,0.054852430555555554,1.159438175154321
159.69216724537037,0.0530102237654321,1.1644376929012346
159.53000771604937,0.05117235725308642,1.1803018904320988
159.44630931712962,0.05042872299382716,1.1810175540123458
159.42195601851853,0.04713831018518518,1.162037037037037
159.27885947145063,0.038984375,1.1695100308641975
159.30378713348765,0.03755690586419753,1.153389274691358
159.3105116705247,0.03717062114197531,1.1506688850308642
159.43019000771605,0.037120949074074074,1.1385710841049383
159.55848427854937,0.037798514660493825,1.15539737654321
159.53993103780863,0.03841628086419753,1.1702681327160493
159.52589602623456,0.03831886574074074,1.1843465470679013
159.46049913194443,0.03784095293209876,1.175543499228395
159.46825520833335,0.03557966820987654,1.1900434027777778
159.46778260030865,0.03624903549382716,1.1818947723765432
159.50878520447532,0.03603346836419753,1.1842621527777777
159.52304591049383,0.03675684799382716,1.1696431327160495
159.5835440779321,0.036009355709876546,1.180549286265432
159.61482445987653,0.035234375,1.1886405285493826
159.4469458912037,0.032133969907407404,1.1989973958333333
158.17540943287037,0.027352430555555557,1.1748042052469136
156.79674527391975,0.01963107638888889,1.1580955825617283
156.56826630015433,0.015353009259259259,1.1031018518518518
157.659737654321,0.02217303240740741,1.2000274884259259
158.94148630401236,0.031162712191358025,1.2064891975308643
159.23171875,0.03364920910493827,1.2245997299382716
160.54789351851852,0.05123215663580247,1.2516642554012345
162.42511863425926,0.07358217592592593,1.3901350308641975
163.70321759259258,0.08812934027777777,1.4457701581790123
164.9056182484568,0.09981674382716049,1.4946320408950617
165.44087770061728,0.11348910108024692,1.5322159529320987
165.56639081790124,0.12252604166666667,1.5787268518518518
165.86146074459876,0.12603105709876544,1.605021701388889
166.4098509837963,0.13511574074074073,1.57340518904321
166.75286554783952,0.14662374614197532,1.517156635802469
166.85026523919754,0.14901765046296298,1.528025173611111
166.72880063657408,0.15524257330246913,1.5097198109567902
166.9356317515432,0.1554224537037037,1.5057378472222223
166.83507040895063,0.15687065972222222,1.5139887152777778
166.762706404321,0.1536395640432099,1.520330825617284
166.57740306712964,0.1556418788580247,1.508344425154321
166.4756394675926,0.15148533950617285,1.4915383873456791
166.62787471064814,0.1660715663580247,1.5378978587962964
166.53373312114198,0.16426215277777778,1.5295442708333333
166.3516020447531,0.16206934799382716,1.5059249614197532
166.11834442515433,0.16139805169753085,1.5053911072530863
165.97109085648148,0.1613329475308642,1.4737138310185185
165.88163194444445,0.16046778549382715,1.4674445408950618
165.80768422067902,0.15743971836419754,1.4586197916666668
165.58691261574074,0.15884211033950618,1.4767298418209878
165.05759114583333,0.16017264660493827,1.5088387345679013
164.2878867669753,0.15880931712962962,1.6577763310185185
164.26667824074073,0.15774402006172838,1.6360503472222223
164.20985194830246,0.15510320216049384,1.6660069444444445
