R,G,B
181.07647569444444,0.8611815200617284,0.530997299382716
181.10365692515433,0.881673900462963,0.5392838541666667
181.54888406635803,0.9216541280864198,0.5493827160493827
181.7090591242284,0.9397395833333333,0.5549826388888889
182.0518822337963,0.9693576388888889,0.553458236882716
182.20589023919754,0.9920577739197531,0.5597217399691358
182.86041714891977,1.1157074652777779,0.5767824074074074
183.05302324459876,1.1273649691358025,0.5796875
183.72915171682098,1.210235339506173,0.5738734567901235
183.92747588734568,1.217340374228395,0.5866550925925926
184.3375535300926,1.2551007908950618,0.594813850308642
184.3678621720679,1.247578125,0.5961183449074074
184.44054542824074,1.260126350308642,0.5942303240740741
184.52164158950617,1.2633844521604938,0.5944700038580247
184.72309558256174,1.2834852430555554,0.595541087962963
184.6588956404321,1.2810479359567901,0.5979181134259259
184.4564028742284,1.2780068479938271,0.5897419945987654
184.31385706018517,1.2818513695987654,0.5934288194444445
182.0182735339506,0.9387220293209877,0.561412037037037
181.93776331018518,0.9470741705246913,0.5515745563271605
181.78043885030866,0.946324749228395,0.5428298611111111
181.32278260030864,0.9285734953703704,0.5615687692901234
180.74675009645063,0.9114168595679012,0.5390846836419753
180.10672694830248,0.9038006365740741,0.5601904899691358
179.28030574845678,0.8818171296296297,0.5291386959876543
178.37725067515433,0.8626644483024691,0.5565880594135802
177.48740017361112,0.8280237268518519,0.503584587191358
176.8369888117284,0.7919801311728395,0.48830729166666664
176.22912085262345,0.7899527391975308,0.45674141589506173
175.72857976466048,0.7994724151234568,0.45609567901234566
175.3672410300926,0.7814506172839506,0.4598659336419753
175.04604600694444,0.7654060570987654,0.46991126543209877
175.0454542824074,0.7798355516975308,0.4464800347222222
174.98891059027778,0.8010802469135803,0.46641589506172837
175.00777247299382,0.8102637924382716,0.47465470679012345
175.0908661265432,0.8364887152777778,0.48325135030864197
175.245440779321,0.8480545910493827,0.478407600308642
175.23344955632717,0.8667631172839506,0.5003308256172839
175.31415412808641,0.891571662808642,0.5011072530864198
175.44467062114197,0.9150043402777778,0.5104870756172839
